build-utils/sentry-instrumentation.ts(74,25): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(42,88): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,23): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,23): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,37): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,56): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,56): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,70): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,89): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,89): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(45,103): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,18): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,37): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,37): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,51): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,70): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,70): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,84): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,103): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(48,103): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,18): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,32): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,46): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,60): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,74): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(51,88): error TS2532: Object is possibly 'undefined'.
static/app/components/collapsible.spec.tsx(13,12): error TS2532: Object is possibly 'undefined'.
static/app/components/compactSelect/control.tsx(527,23): error TS18048: 'overlayProps.style' is possibly 'undefined'.
static/app/components/compactSelect/control.tsx(529,24): error TS18048: 'overlayProps.style' is possibly 'undefined'.
static/app/components/compactSelect/list.tsx(206,45): error TS2345: Argument of type 'SelectOption<Value> | null' is not assignable to parameter of type 'SelectOption<SelectKey> | SelectOption<SelectKey>[]'.
static/app/components/compactSelect/list.tsx(207,20): error TS2345: Argument of type 'SelectOption<Value> | null' is not assignable to parameter of type 'SelectOption<Value>'.
static/app/components/compactSelect/list.tsx(214,29): error TS2345: Argument of type 'SelectOption<Value> | null' is not assignable to parameter of type 'SelectOption<Value>'.
static/app/components/compactSelect/utils.tsx(156,32): error TS18048: 'item' is possibly 'undefined'.
static/app/components/compactSelect/utils.tsx(167,30): error TS18048: 'i' is possibly 'undefined'.
static/app/components/compactSelect/utils.tsx(167,57): error TS18048: 'i' is possibly 'undefined'.
static/app/components/compactSelect/utils.tsx(168,33): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/components/compactSelect/utils.tsx(171,35): error TS18048: 'j' is possibly 'undefined'.
static/app/components/compactSelect/utils.tsx(171,60): error TS18048: 'j' is possibly 'undefined'.
static/app/components/contextPickerModal.spec.tsx(167,13): error TS2532: Object is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(153,16): error TS2532: Object is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(167,13): error TS2532: Object is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(172,18): error TS2532: Object is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(173,57): error TS2532: Object is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(289,18): error TS18048: 'memberProjects' is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(297,18): error TS18048: 'nonMemberProjects' is possibly 'undefined'.
static/app/components/contextPickerModal.tsx(341,25): error TS2532: Object is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelector.spec.tsx(352,27): error TS2345: Argument of type 'HTMLElement | undefined' is not assignable to parameter of type 'Element'.
static/app/components/deprecatedAssigneeSelector.spec.tsx(382,27): error TS2345: Argument of type 'HTMLElement | undefined' is not assignable to parameter of type 'Element'.
static/app/components/deprecatedAssigneeSelector.tsx(85,19): error TS2532: Object is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelector.tsx(86,27): error TS2532: Object is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelector.tsx(87,23): error TS2532: Object is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelector.tsx(93,33): error TS2532: Object is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(374,11): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(374,39): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(377,13): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(377,51): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(382,9): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(383,35): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(383,62): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(385,15): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(386,15): error TS18048: 'assignee' is possibly 'undefined'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(509,38): error TS2345: Argument of type '(owner: SuggestedOwner) => { id: string | undefined; type: "user"; name: string; suggestedReason: SuggestedOwnerReason; suggestedReasonText: string; assignee: User; } | { ...; } | null' is not assignable to parameter of type '(value: SuggestedOwner, index: number, array: SuggestedOwner[]) => SuggestedAssignee | null'.
static/app/components/deprecatedAssigneeSelectorDropdown.tsx(614,3): error TS2322: Type '(User | undefined)[]' is not assignable to type 'User[]'.
static/app/components/deviceName.tsx(18,38): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/components/devtoolbar/components/featureFlags/featureFlagsPanel.tsx(181,30): error TS2322: Type '{ override?: FlagValue; value?: FlagValue; name: string; }' is not assignable to type 'FeatureFlag'.
static/app/components/devtoolbar/components/infiniteListItems.tsx(82,35): error TS2322: Type 'Data | undefined' is not assignable to type 'Data'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(56,7): error TS2532: Object is possibly 'undefined'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(104,32): error TS2532: Object is possibly 'undefined'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(247,29): error TS2322: Type 'Release | undefined' is not assignable to type 'Release'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(249,35): error TS2532: Object is possibly 'undefined'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(251,47): error TS2532: Object is possibly 'undefined'.
static/app/components/devtoolbar/components/releases/releasesPanel.tsx(254,45): error TS2532: Object is possibly 'undefined'.
static/app/components/discover/transactionsTable.tsx(80,48): error TS18048: 'column' is possibly 'undefined'.
static/app/components/discover/transactionsTable.tsx(80,61): error TS18048: 'column' is possibly 'undefined'.
static/app/components/discover/transactionsTable.tsx(82,11): error TS18048: 'column' is possibly 'undefined'.
static/app/components/discover/transactionsTable.tsx(166,29): error TS2322: Type 'ReactText | undefined' is not assignable to type 'ReactText'.
static/app/components/draggableTabs/draggableTabList.tsx(65,21): error TS2532: Object is possibly 'undefined'.
static/app/components/draggableTabs/draggableTabList.tsx(67,26): error TS2345: Argument of type 'Node<DraggableTabListItemProps> | undefined' is not assignable to parameter of type 'Node<DraggableTabListItemProps>'.
static/app/components/dropdownAutoComplete/list.tsx(85,15): error TS2532: Object is possibly 'undefined'.
static/app/components/dropdownAutoComplete/list.tsx(93,17): error TS2322: Type '({ index: number; label: ReactNode; value: any; 'data-test-id'?: string | undefined; disabled?: boolean | undefined; error?: ReactNode; groupLabel?: boolean | undefined; searchKey?: string | undefined; } & Record<...> & { ...; }) | undefined' is not assignable to type 'Item'.
static/app/components/dropdownAutoComplete/list.tsx(94,32): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(47,9): error TS18048: 'line' is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(51,9): error TS18048: 'line' is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(61,35): error TS18048: 'line' is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(62,9): error TS2322: Type '{ changes: Change[]; diff_line_no?: number | null | undefined; line_type?: DiffLineType | undefined; source_line_no?: number | null | undefined; target_line_no?: number | ... 1 more ... | undefined; value?: string | undefined; }' is not assignable to type 'DiffLineWithChanges'.
static/app/components/events/autofix/autofixDiff.tsx(296,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(337,14): error TS18048: 'line' is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(342,13): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixDiff.tsx(343,18): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixMessageBox.analytics.spec.tsx(101,27): error TS2345: Argument of type 'HTMLElement | undefined' is not assignable to parameter of type 'Element'.
static/app/components/events/autofix/autofixRootCause.tsx(386,54): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(140,11): error TS18048: 'step' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(143,21): error TS18048: 'step' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(143,26): error TS2339: Property 'causes' does not exist on type 'AutofixStep'.
static/app/components/events/autofix/autofixSteps.tsx(167,28): error TS18048: 'entry' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(168,13): error TS18048: 'entry' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(197,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(220,39): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(222,5): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(225,5): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(226,5): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(229,5): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(229,50): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(284,10): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(285,40): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(291,9): error TS2322: Type 'AutofixStep | undefined' is not assignable to type 'AutofixStep | null'.
static/app/components/events/autofix/autofixSteps.tsx(292,27): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(309,11): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/autofix/autofixSteps.tsx(311,15): error TS18048: 'lastStep' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(39,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(40,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(41,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(42,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(48,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDataSection.spec.tsx(49,7): error TS2532: Object is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(70,35): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(71,35): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(76,39): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(78,35): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(79,37): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(87,35): error TS18048: 'queryCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(88,35): error TS18048: 'requestCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(95,35): error TS18048: 'queryCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(96,37): error TS18048: 'requestCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(104,35): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(105,35): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(112,35): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(113,37): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(123,20): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(124,57): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(135,20): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(136,57): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(144,20): error TS18048: 'warningCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsDrawer.spec.tsx(145,57): error TS18048: 'logCrumb' is possibly 'undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,12): error TS2339: Property 'breadcrumb' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,24): error TS2339: Property 'raw' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,29): error TS2339: Property 'title' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,36): error TS2339: Property 'meta' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,42): error TS2339: Property 'iconComponent' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,57): error TS2339: Property 'colorConfig' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/breadcrumbsTimeline.tsx(72,70): error TS2339: Property 'levelComponent' does not exist on type 'EnhancedCrumb | undefined'.
static/app/components/events/breadcrumbs/utils.tsx(146,29): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
static/app/components/events/breadcrumbs/utils.tsx(148,30): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
static/app/components/events/contexts/contextCard.spec.tsx(79,12): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(157,14): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(157,40): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(158,14): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(158,44): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(159,25): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.spec.tsx(160,34): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.tsx(82,25): error TS2532: Object is possibly 'undefined'.
static/app/components/events/contexts/utils.tsx(91,26): error TS18048: 'majorVersion' is possibly 'undefined'.
static/app/components/events/contexts/utils.tsx(91,50): error TS18048: 'majorVersion' is possibly 'undefined'.
static/app/components/events/contexts/utils.tsx(97,5): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
